id,carat,cut,color,clarity,depth,table,x,y,z,price
22870,0.51,Premium,G,SI1,62.2,58.0,5.08,5.11,3.17,1221
22871,0.7,Good,G,SI1,62.9,61.0,5.61,5.58,3.49,2249
22872,1.31,Premium,F,SI1,62.4,58.0,7.0,6.93,4.33,7476
22873,1.55,Premium,H,SI1,61.0,58.0,7.53,7.47,4.58,10666
22874,1.12,Premium,I,SI1,62.2,55.0,6.7,6.63,4.15,4641
22875,0.41,Ideal,E,VS1,61.8,56.0,4.82,4.77,2.96,1153
22876,0.78,Very Good,J,SI2,56.2,62.0,6.13,6.06,3.48,2175
22877,0.53,Premium,D,VS2,61.5,60.0,5.15,5.18,3.18,1808
22878,0.7,Good,F,VVS2,59.2,62.0,5.78,5.82,3.43,2831
22879,1.5,Very Good,H,VS1,61.8,56.0,7.34,7.41,4.55,10655
22880,0.35,Ideal,E,VS2,62.2,56.0,4.51,4.53,2.81,798
22881,1.69,Premium,J,VVS2,59.8,59.0,7.79,7.74,4.64,12369
22882,1.3,Ideal,F,SI2,62.9,56.0,6.89,6.86,4.34,5952
22883,0.91,Premium,G,SI2,62.0,58.0,6.2,6.21,3.83,3427
22884,1.51,Premium,I,SI1,60.4,59.0,7.38,7.43,4.48,7903
22885,0.73,Ideal,G,VS1,61.4,57.0,5.8,5.83,3.57,3137
22886,0.3,Ideal,D,VS2,61.0,57.0,4.33,4.36,2.65,911
22887,0.5,Very Good,E,SI1,63.2,57.0,5.05,5.08,3.19,1295
22888,0.5,Premium,E,SI1,60.6,58.0,5.1,5.12,3.1,1308
22889,0.72,Ideal,I,VS2,60.9,56.0,5.74,5.8,3.51,2313
22890,0.34,Ideal,F,VS2,62.9,55.0,4.47,4.44,2.8,880
22891,0.9,Very Good,I,VS1,63.5,59.0,6.1,6.14,3.89,3694
22892,0.53,Ideal,G,VVS1,60.4,56.0,5.29,5.26,3.19,1966
22893,0.32,Ideal,G,SI1,61.8,57.0,4.42,4.41,2.73,571
22894,1.12,Premium,H,VS2,61.7,58.0,6.73,6.68,4.13,5833
22895,0.72,Ideal,G,VVS2,61.4,57.0,5.75,5.77,3.54,3669
22896,0.7,Very Good,D,SI2,62.4,58.0,5.64,5.66,3.53,2232
22897,0.55,Very Good,D,VS2,60.3,57.0,5.3,5.34,3.21,2091
22898,1.06,Premium,H,VS2,61.1,59.0,6.63,6.57,4.03,5250
22899,0.33,Ideal,H,VVS2,62.2,54.0,4.44,4.47,2.77,692
22900,1.19,Premium,F,VS1,61.1,59.0,6.83,6.78,4.16,8256
22901,1.12,Premium,G,VVS2,61.1,56.0,6.69,6.73,4.1,9106
22902,0.52,Very Good,G,VVS2,61.0,57.0,5.19,5.22,3.18,1893
22903,1.01,Premium,F,SI2,62.5,60.0,6.33,6.37,3.97,4370
22904,0.36,Ideal,D,SI1,62.2,56.0,4.52,4.56,2.83,663
22905,1.5,Ideal,H,VS2,62.6,54.0,7.31,7.34,4.58,11387
22906,1.16,Premium,I,VS1,61.4,59.0,6.75,6.78,4.15,6369
22907,0.71,Premium,H,SI2,61.3,62.0,5.68,5.73,3.5,2360
22908,0.24,Very Good,D,VVS2,60.4,56.0,4.03,4.06,2.45,520
22909,0.24,Premium,G,VVS1,62.8,59.0,3.96,3.93,2.48,559
22910,2.02,Premium,I,SI1,61.1,57.0,8.15,8.18,4.97,12844
22911,1.0,Ideal,F,SI2,62.2,56.0,6.39,6.26,3.94,3295
22912,1.0,Premium,F,VVS2,62.7,60.0,6.35,6.32,3.97,9465
22913,0.74,Premium,G,SI2,61.6,60.0,5.78,5.81,3.57,2344
22914,0.41,Ideal,F,SI1,62.3,57.0,4.77,4.74,2.97,969
22915,0.5,Good,F,VS1,59.9,57.0,5.21,5.17,3.11,1999
22916,0.32,Ideal,D,SI1,61.3,57.0,4.4,4.41,2.7,756
22917,0.32,Ideal,I,IF,62.6,55.0,4.4,4.41,2.76,715
22918,0.62,Ideal,E,SI1,61.3,57.0,5.48,5.44,3.35,1749
22919,0.58,Good,E,VVS2,61.5,61.0,5.35,5.33,3.28,1998
22920,0.7,Very Good,F,SI1,63.2,60.0,5.61,5.58,3.54,2137
22921,1.2,Premium,G,SI1,60.8,58.0,6.88,6.82,4.16,6486
22922,1.0,Premium,E,SI2,62.4,58.0,6.34,6.36,3.97,4395
22923,1.0,Fair,H,VS2,56.3,59.0,6.63,6.69,3.79,4624
22924,0.33,Ideal,F,VVS1,61.3,56.0,4.47,4.5,2.75,955
22925,0.5,Very Good,E,SI1,63.2,55.0,5.06,5.13,3.21,1415
22926,0.72,Ideal,E,SI1,61.8,57.0,5.77,5.74,3.56,2795
22927,0.31,Premium,D,VS2,60.6,59.0,4.48,4.45,2.7,942
22928,2.01,Premium,J,VS1,61.4,60.0,8.07,8.14,4.97,14490
22929,0.26,Very Good,H,VS2,62.4,54.0,4.11,4.14,2.57,432
22930,1.53,Ideal,H,SI2,61.8,55.0,7.41,7.38,4.58,8736
22931,0.54,Premium,D,SI1,62.6,58.0,5.21,5.17,3.25,1394
22932,1.52,Ideal,G,VS2,61.2,57.0,7.4,7.45,4.54,13307
22933,1.7,Premium,H,SI2,62.6,59.0,7.54,7.56,4.73,8220
22934,0.31,Ideal,D,VS2,61.7,57.0,4.32,4.34,2.67,734
22935,1.01,Premium,D,VS2,61.3,58.0,6.48,6.43,3.95,6935
22936,0.31,Ideal,H,SI1,62.0,57.0,4.34,4.31,2.68,558
22937,0.3,Ideal,H,VS2,62.5,57.0,4.26,4.29,2.67,482
22938,1.01,Premium,E,SI1,62.9,58.0,6.41,6.37,4.01,5783
22939,0.7,Premium,D,SI1,62.5,60.0,5.67,5.63,3.54,2822
22940,0.33,Ideal,D,VS1,61.1,54.0,4.45,4.48,2.73,780
22941,0.33,Premium,G,VVS2,60.9,61.0,4.45,4.52,2.73,965
22942,0.66,Premium,G,VVS2,62.0,62.0,5.57,5.62,3.45,2171
22943,2.03,Premium,H,SI2,62.4,58.0,8.11,8.07,5.05,16992
22944,0.76,Ideal,D,SI1,61.8,55.0,5.85,5.9,3.63,3612
22945,0.41,Premium,G,SI1,60.0,59.0,4.79,4.76,2.87,923
22946,0.51,Ideal,E,SI1,62.7,57.0,5.11,5.09,3.2,1585
22947,0.51,Ideal,H,VS2,62.1,55.0,5.14,5.16,3.19,1246
22948,1.18,Ideal,G,VS2,61.8,55.0,6.8,6.75,4.19,7915
22949,1.21,Premium,G,VS2,61.4,58.0,6.87,6.78,4.2,6503
22950,0.23,Ideal,G,VVS2,62.1,55.0,3.93,3.95,2.44,438
22951,0.54,Premium,D,SI1,62.4,58.0,5.28,5.23,3.27,1786
22952,1.33,Premium,I,VS1,62.0,58.0,7.1,7.06,4.38,7197
22953,1.05,Very Good,I,VVS1,63.1,59.0,6.5,6.47,4.08,4984
22954,1.04,Premium,H,SI2,61.8,60.0,6.5,6.54,4.02,4155
22955,0.9,Ideal,D,SI2,62.3,57.0,6.12,6.17,3.83,3577
22956,1.2,Premium,J,SI1,62.4,59.0,6.77,6.74,4.21,4633
22957,1.01,Very Good,F,VVS2,62.7,58.0,6.35,6.43,4.01,9138
22958,0.51,Premium,D,SI1,61.1,59.0,5.25,5.12,3.16,1437
22959,1.0,Good,G,VS2,62.3,57.0,6.39,6.36,3.98,5731
22960,0.31,Ideal,I,VVS2,62.3,54.0,4.34,4.37,2.71,571
22961,0.52,Ideal,G,VVS2,61.3,57.0,5.13,5.17,3.16,1865
22962,2.04,Very Good,I,SI1,62.6,61.0,8.04,8.07,5.06,17313
22963,0.62,Premium,D,SI1,60.3,59.0,5.58,5.56,3.35,2214
22964,0.72,Ideal,J,SI1,62.5,56.0,5.69,5.75,3.57,1959
22965,0.72,Ideal,G,VVS2,61.0,57.0,5.77,5.83,3.54,2869
22966,0.31,Premium,H,VVS1,62.6,59.0,4.28,4.31,2.69,566
22967,0.71,Very Good,G,VVS1,61.7,58.0,5.7,5.73,3.53,3065
22968,0.71,Ideal,G,VS2,60.6,57.0,5.73,5.77,3.49,2922
22969,0.56,Ideal,H,IF,60.4,57.0,5.35,5.39,3.24,2157
22970,0.58,Premium,G,VS1,61.7,56.0,5.39,5.37,3.31,1922
22971,0.9,Good,G,SI1,64.4,64.0,6.1,6.06,3.9,3665
22972,1.04,Ideal,G,SI1,62.0,56.0,6.51,6.54,4.04,5342
22973,0.5,Very Good,E,VS2,63.4,57.0,5.04,5.02,3.19,1376
22974,0.31,Ideal,D,VS2,61.1,56.0,4.36,4.38,2.67,942
22975,0.41,Very Good,D,SI1,62.5,55.0,4.74,4.78,2.98,796
22976,1.03,Very Good,F,SI1,60.0,60.0,6.56,6.59,3.94,5120
22977,0.92,Premium,G,SI1,61.7,58.0,6.24,6.29,3.86,3841
22978,0.3,Ideal,G,VVS1,61.6,58.0,4.29,4.32,2.65,766
22979,2.14,Premium,H,SI1,62.3,58.0,8.23,8.19,5.11,18275
22980,1.51,Ideal,H,SI1,62.0,56.0,7.38,7.34,4.55,10182
22981,0.82,Ideal,G,SI1,62.7,56.0,5.92,5.96,3.72,2964
22982,1.52,Premium,I,VS2,62.3,58.0,7.39,7.32,4.58,8879
22983,0.7,Premium,E,SI1,61.7,59.0,5.69,5.66,3.49,2822
22984,1.0,Ideal,E,VS1,62.2,55.0,6.45,6.4,3.99,7086
22985,1.21,Premium,D,VS2,61.3,59.0,6.84,6.89,4.21,9810
22986,0.53,Very Good,E,SI1,62.9,55.0,5.15,5.18,3.25,1331
22987,0.53,Ideal,F,SI2,61.1,57.0,5.24,5.21,3.2,1116
22988,0.31,Very Good,D,SI1,63.0,55.0,4.28,4.33,2.71,732
22989,0.32,Premium,G,VS2,61.9,59.0,4.39,4.37,2.71,672
22990,0.7,Very Good,H,SI1,62.8,59.0,5.65,5.62,3.53,1909
22991,1.21,Ideal,E,SI1,62.0,57.0,6.83,6.77,4.21,6937
22992,0.32,Ideal,E,VS2,61.4,56.0,4.39,4.37,2.68,702
22993,0.72,Ideal,F,VS2,61.4,56.0,5.73,5.78,3.54,2856
22994,1.02,Premium,F,SI1,62.6,58.0,6.4,6.38,4.0,4977
22995,0.3,Ideal,G,VS2,61.6,55.0,4.33,4.35,2.67,675
22996,0.34,Ideal,D,VS2,59.3,56.0,4.56,4.54,2.7,1033
22997,0.9,Very Good,H,SI1,60.7,59.0,6.21,6.17,3.76,3394
22998,1.22,Premium,F,SI1,62.8,58.0,6.8,6.86,4.29,6666
22999,1.01,Very Good,F,SI1,63.1,60.0,6.34,6.37,4.01,4991
23000,0.26,Ideal,H,VVS1,62.2,57.0,4.06,4.1,2.54,440
23001,0.55,Ideal,I,SI1,61.1,55.0,5.33,5.29,3.24,1208
23002,0.34,Ideal,G,SI1,62.1,56.0,4.48,4.52,2.79,631
23003,1.51,Very Good,I,VS1,60.6,63.0,7.26,7.36,4.42,9810
23004,0.31,Ideal,F,VVS1,60.9,57.0,4.38,4.41,2.68,862
23005,1.34,Premium,H,VS1,61.7,58.0,7.05,7.02,4.34,8712
23006,0.33,Ideal,E,VVS1,62.0,55.0,4.45,4.47,2.76,1094
23007,0.38,Premium,E,VS1,61.8,61.0,4.68,4.64,2.89,1052
23008,0.9,Very Good,I,VS1,62.3,61.0,6.1,6.13,3.81,3484
23009,0.7,Premium,F,SI1,61.6,58.0,5.72,5.74,3.53,2196
23010,0.52,Ideal,F,VVS2,61.1,56.0,5.17,5.2,3.16,1850
23011,0.3,Very Good,E,VS2,61.7,62.0,4.26,4.29,2.63,586
23012,0.43,Premium,D,VS2,60.1,58.0,4.92,4.88,2.94,940
23013,1.24,Very Good,G,VVS2,62.0,58.0,6.96,6.91,4.29,9188
23014,0.55,Ideal,E,SI1,61.6,57.0,5.25,5.27,3.24,1551
23015,0.82,Ideal,E,VS2,61.6,56.0,6.01,6.05,3.72,3808
23016,0.9,Good,G,SI1,63.9,58.0,6.11,6.07,3.9,3413
23017,0.41,Ideal,F,VS1,62.7,55.0,4.71,4.74,2.96,1007
23018,1.13,Ideal,F,IF,61.8,56.0,6.67,6.7,4.14,12098
23019,0.33,Premium,E,SI1,62.3,58.0,4.41,4.45,2.76,579
23020,1.04,Premium,F,VS1,61.9,58.0,6.56,6.52,4.05,7910
23021,0.34,Ideal,H,IF,61.8,55.0,4.5,4.53,2.79,865
23022,1.01,Very Good,F,SI1,63.5,58.0,6.33,6.38,4.03,4619
23023,0.8,Very Good,E,VS2,63.1,59.0,5.9,5.95,3.73,3965
23024,0.9,Very Good,H,VS2,63.3,58.0,6.08,6.12,3.86,4155
23025,0.31,Premium,D,SI1,61.2,60.0,4.33,4.35,2.66,732
23026,0.7,Ideal,F,VS1,61.5,56.0,5.69,5.72,3.51,3082
23027,0.72,Very Good,H,VVS1,61.0,59.0,5.81,5.75,3.51,2938
23028,0.73,Ideal,E,VS2,61.4,55.0,5.77,5.82,3.56,3437
23029,1.5,Premium,G,SI1,61.9,62.0,7.3,7.37,4.54,10777
23030,0.32,Good,G,SI1,63.7,56.0,4.38,4.35,2.78,612
23031,0.36,Premium,D,VS1,60.3,58.0,4.66,4.61,2.79,994
23032,1.2,Very Good,H,SI2,63.1,57.0,6.7,6.73,4.24,5400
23033,1.02,Good,F,SI1,63.8,59.0,6.36,6.39,4.06,4118
23034,0.35,Ideal,H,IF,61.9,55.0,4.52,4.55,2.8,1004
23035,0.32,Ideal,D,VS2,62.6,56.0,4.33,4.38,2.73,758
23036,0.51,Ideal,H,VS1,62.2,55.0,5.13,5.15,3.2,1449
23037,0.9,Very Good,F,SI1,62.2,61.0,6.14,6.19,3.83,3763
23038,0.53,Ideal,F,I1,61.4,55.0,5.2,5.23,3.2,1016
23039,0.33,Premium,G,VVS1,61.6,59.0,4.42,4.44,2.73,868
23040,0.52,Very Good,E,VS2,61.8,55.0,5.18,5.2,3.2,1619
23041,0.5,Ideal,E,VS2,62.1,56.0,5.11,5.14,3.19,1592
23042,0.71,Ideal,I,VS2,61.6,57.0,5.74,5.8,3.55,2275
23043,0.38,Premium,E,SI1,60.9,58.0,4.73,4.68,2.87,904
23044,0.31,Ideal,E,VS2,62.5,56.0,4.34,4.38,2.73,696
23045,1.01,Ideal,H,VS2,61.6,54.0,6.47,6.54,4.01,4234
23046,1.01,Good,F,VS2,63.1,58.0,6.29,6.35,3.99,6033
23047,0.3,Ideal,F,VS2,61.6,56.0,4.3,4.31,2.65,605
23048,0.3,Good,G,VS2,63.8,56.0,4.26,4.28,2.73,565
23049,0.32,Premium,D,VVS2,60.7,58.0,4.44,4.4,2.69,985
23050,0.32,Very Good,D,SI2,63.0,56.0,4.38,4.34,2.75,477
23051,0.43,Ideal,G,VVS1,62.2,55.0,4.85,4.82,3.01,1152
23052,0.71,Ideal,G,VVS2,61.3,56.0,5.75,5.8,3.54,3273
23053,1.56,Premium,H,VS2,61.9,59.0,7.5,7.54,4.66,10317
23054,1.23,Ideal,H,SI1,62.2,55.0,6.89,6.87,4.27,6760
23055,0.73,Very Good,G,SI2,62.4,57.0,5.75,5.79,3.6,2058
23056,0.46,Very Good,J,IF,62.0,57.0,4.95,4.97,3.07,1253
23057,0.31,Premium,H,VS1,61.1,59.0,4.41,4.38,2.69,698
23058,0.51,Good,G,VS1,63.5,56.0,5.06,5.09,3.22,1343
23059,0.42,Ideal,D,SI1,61.9,56.0,4.8,4.78,2.97,891
23060,0.72,Ideal,F,VS2,61.3,57.0,5.75,5.78,3.53,3311
23061,0.32,Good,D,SI1,63.6,56.0,4.34,4.37,2.77,589
23062,0.28,Ideal,G,VS1,62.1,55.0,4.18,4.21,2.61,498
23063,0.54,Ideal,H,VS2,61.0,54.0,5.3,5.34,3.24,1324
23064,0.26,Very Good,F,VVS2,61.3,56.0,4.08,4.15,2.52,515
23065,1.14,Ideal,H,SI1,62.1,56.0,6.7,6.75,4.17,5783
23066,1.6,Good,I,SI1,59.6,60.0,7.6,7.69,4.5,9366
23067,1.0,Premium,G,VVS2,61.6,59.0,6.41,6.36,3.92,7372
23068,1.06,Premium,E,SI2,62.8,56.0,6.5,6.45,4.08,6289
23069,0.71,Premium,D,SI2,62.5,57.0,5.67,5.68,3.55,1977
23070,0.91,Premium,E,SI1,60.9,58.0,6.23,6.25,3.8,4355
23071,1.71,Ideal,F,SI1,62.9,57.0,7.66,7.59,4.78,16004
23072,1.01,Premium,H,SI1,62.5,60.0,6.46,6.35,4.0,4513
23073,0.31,Ideal,I,SI2,62.0,54.0,4.36,4.38,2.71,363
23074,0.71,Ideal,H,SI1,62.1,55.0,5.69,5.73,3.55,2279
23075,0.31,Very Good,G,VS2,61.9,58.0,4.32,4.34,2.68,544
23076,0.33,Ideal,F,SI1,61.7,56.0,4.47,4.48,2.76,583
23077,0.41,Ideal,D,VS2,61.7,55.0,4.77,4.83,2.96,918
23078,2.01,Very Good,J,SI1,63.3,55.0,7.99,8.09,5.06,14028
23079,1.09,Ideal,E,SI2,61.6,56.0,6.6,6.63,4.08,5748
23080,1.21,Premium,E,SI1,62.7,56.0,6.85,6.75,4.26,6098
23081,0.3,Ideal,E,VVS2,61.6,56.0,4.38,4.34,2.68,1013
23082,0.71,Ideal,F,SI1,61.2,57.0,5.72,5.78,3.51,2514
23083,0.44,Very Good,G,VVS1,63.0,56.0,4.83,4.87,3.05,1211
23084,0.38,Very Good,H,VS2,61.6,61.0,4.62,4.65,2.86,700
23085,0.51,Ideal,H,SI1,61.8,55.0,5.13,5.14,3.18,1221
23086,0.3,Ideal,E,VVS2,61.8,57.0,4.3,4.31,2.66,814
23087,2.02,Premium,H,SI1,61.4,60.0,8.14,8.07,4.97,16589
23088,1.2,Very Good,I,SI2,62.4,58.0,6.76,6.79,4.23,4872
23089,1.03,Good,E,SI1,63.6,56.0,6.4,6.45,4.08,5684
23090,0.5,Very Good,E,VS1,60.9,59.0,5.14,5.11,3.12,1774
23091,1.13,Premium,H,VS2,62.2,58.0,6.66,6.64,4.14,6480
23092,0.3,Ideal,E,SI1,62.4,56.0,4.28,4.31,2.68,639
23093,0.41,Ideal,G,IF,62.1,57.0,4.75,4.77,2.96,1368
23094,0.26,Good,G,VS1,58.8,65.0,4.22,4.25,2.45,504
23095,0.75,Premium,H,SI1,62.1,58.0,5.87,5.81,3.63,2381
23096,0.37,Ideal,E,SI1,61.9,55.0,4.62,4.6,2.85,611
23097,0.77,Premium,J,VS1,61.8,59.0,5.89,5.82,3.62,2867
23098,0.56,Ideal,G,VS1,61.3,56.0,5.31,5.35,3.27,1944
23099,0.31,Ideal,G,VVS2,62.1,56.0,4.38,4.34,2.71,907
23100,1.01,Very Good,F,SI1,63.5,56.0,6.4,6.37,4.05,5374
23101,1.52,Good,F,VS2,58.2,61.0,7.39,7.44,4.36,13530
23102,0.8,Very Good,I,VS1,63.0,57.0,5.87,5.89,3.7,2960
23103,1.01,Good,H,VS2,63.7,59.0,6.3,6.37,4.03,5329
23104,0.38,Ideal,I,VVS1,61.1,56.0,4.7,4.67,2.86,952
23105,0.72,Ideal,E,SI1,61.5,58.0,5.75,5.73,3.53,2622
23106,1.05,Very Good,J,SI2,63.5,57.0,6.39,6.43,4.07,3199
23107,0.72,Ideal,I,VS1,61.6,56.0,5.82,5.79,3.57,2459
23108,0.31,Ideal,H,VS1,61.7,56.0,4.38,4.34,2.69,675
23109,1.01,Premium,F,SI2,62.9,59.0,6.37,6.43,4.02,4405
23110,0.7,Premium,F,SI1,62.8,60.0,5.68,5.62,3.55,2196
23111,0.41,Ideal,G,IF,62.3,55.0,4.77,4.79,2.98,1367
23112,0.41,Premium,F,VS1,61.9,58.0,4.75,4.76,2.94,1007
23113,1.01,Premium,D,VS2,61.8,60.0,6.37,6.39,3.95,6909
23114,1.06,Ideal,F,VS1,61.8,56.0,6.53,6.56,4.05,7813
23115,1.11,Premium,E,SI2,60.5,58.0,6.77,6.73,4.08,4974
23116,0.37,Ideal,I,VS1,61.0,56.0,4.62,4.65,2.82,692
23117,0.67,Good,G,SI1,59.8,56.0,5.66,5.7,3.4,1877
23118,0.31,Good,D,VS2,57.5,59.0,4.38,4.42,2.55,734
23119,1.02,Very Good,G,SI1,62.7,59.0,6.4,6.44,4.02,5497
23120,0.4,Premium,F,VS1,62.3,56.0,4.75,4.72,2.95,1005
23121,1.63,Ideal,H,SI2,62.0,56.0,7.54,7.57,4.69,8818
23122,0.29,Ideal,D,VS2,62.1,55.0,4.26,4.29,2.66,542
23123,2.0,Fair,I,I1,63.9,60.0,7.94,7.88,5.07,7345
23124,0.34,Ideal,H,VS2,62.2,56.0,4.46,4.5,2.79,537
23125,0.32,Ideal,H,VS2,60.5,57.0,4.4,4.44,2.67,505
23126,0.66,Very Good,E,VVS2,60.9,59.0,5.63,5.69,3.43,3038
23127,1.08,Ideal,G,VS1,62.2,57.0,6.56,6.53,4.08,6814
23128,0.26,Very Good,E,VVS1,63.2,59.0,4.05,4.06,2.57,740
23129,1.14,Ideal,G,VS2,61.5,55.0,6.72,6.65,4.13,7197
23130,0.66,Ideal,G,VS2,61.8,57.0,5.59,5.53,3.43,2399
23131,2.06,Ideal,G,SI2,62.3,57.0,8.12,8.08,5.06,18757
23132,2.01,Premium,E,SI2,62.5,60.0,7.96,8.01,5.01,17688
23133,0.39,Very Good,F,VS2,58.0,60.0,4.8,4.84,2.79,1026
23134,0.72,Premium,D,VS2,59.7,59.0,5.84,5.86,3.5,3266
23135,0.53,Premium,E,VS2,61.7,58.0,5.19,5.23,3.21,1662
23136,0.72,Ideal,D,SI1,61.1,54.0,5.82,5.85,3.55,3508
23137,2.11,Ideal,H,SI2,62.4,55.0,8.21,8.17,5.11,12720
23138,0.31,Good,F,VS2,63.2,57.0,4.28,4.32,2.71,625
23139,0.56,Ideal,E,VS1,62.3,56.0,5.25,5.28,3.28,2297
23140,0.34,Premium,H,VVS2,61.7,59.0,4.48,4.43,2.75,754
23141,1.54,Ideal,G,VS2,62.9,57.0,7.33,7.37,4.64,13109
23142,1.54,Ideal,H,SI1,61.3,56.0,7.44,7.45,4.57,11081
23143,0.32,Ideal,E,IF,61.9,55.0,4.41,4.43,2.73,1166
23144,0.3,Good,E,SI1,63.2,58.0,4.27,4.29,2.7,499
23145,0.25,Ideal,H,VVS1,62.1,56.0,4.03,4.06,2.5,504
23146,1.01,Ideal,H,SI1,62.2,56.0,6.42,6.44,4.0,5082
23147,0.61,Ideal,F,VS1,61.8,56.0,5.43,5.46,3.37,2072
23148,1.5,Good,H,VS1,59.2,61.0,7.51,7.61,4.46,11455
23149,0.32,Ideal,E,VVS1,61.1,56.0,4.41,4.43,2.7,1020
23150,1.0,Ideal,H,VS2,61.5,54.0,6.4,6.43,3.94,4900
23151,0.41,Very Good,D,VS2,62.9,59.0,4.7,4.77,2.98,943
23152,0.78,Very Good,G,SI2,61.6,56.0,5.89,5.92,3.64,2582
23153,0.31,Ideal,E,VS2,61.7,54.0,4.37,4.39,2.7,872
23154,1.02,Ideal,D,SI2,60.5,59.0,6.59,6.53,3.97,5174
23155,1.5,Ideal,G,VVS2,62.6,57.0,7.34,7.31,4.58,16861
23156,0.31,Very Good,I,VS1,63.1,59.0,4.28,4.32,2.72,497
23157,0.33,Ideal,G,VS2,61.9,60.0,4.44,4.48,2.76,579
23158,1.2,Premium,D,VS2,61.4,58.0,6.83,6.77,4.19,10241
23159,0.26,Ideal,F,VS2,62.5,57.0,4.1,4.07,2.56,599
23160,0.58,Ideal,G,IF,61.3,56.0,5.43,5.37,3.31,2289
23161,0.34,Ideal,D,VS2,61.7,56.0,4.52,4.49,2.78,1063
23162,1.5,Ideal,F,VS2,62.1,57.0,7.27,7.31,4.53,13006
23163,0.7,Ideal,G,SI2,61.1,57.0,5.68,5.72,3.49,2177
23164,1.11,Ideal,H,SI1,61.4,55.0,6.66,6.69,4.09,5088
23165,0.4,Ideal,E,SI1,62.2,57.0,4.72,4.75,2.95,945
23166,1.01,Ideal,D,VS2,62.9,57.0,6.37,6.4,4.02,7287
23167,0.31,Ideal,G,SI1,61.5,56.0,4.38,4.4,2.7,631
23168,0.43,Ideal,F,VVS1,61.1,56.0,4.9,4.93,2.99,1356
23169,0.72,Ideal,F,VS2,62.1,57.0,5.72,5.78,3.57,2733
23170,0.84,Very Good,D,SI2,61.2,59.0,6.05,6.1,3.72,3150
23171,0.46,Ideal,E,VS2,61.7,57.0,4.96,4.9,3.05,1364
23172,0.91,Very Good,G,SI1,63.3,57.0,6.17,6.12,3.9,3669
23173,0.3,Ideal,I,VVS2,61.2,57.0,4.35,4.33,2.66,720
23174,1.24,Very Good,H,VS2,60.0,58.0,6.98,7.03,4.21,7372
23175,0.7,Ideal,I,SI1,61.5,56.0,5.74,5.74,3.53,1979
23176,0.52,Ideal,D,VVS2,62.4,56.0,5.19,5.15,3.23,2100
23177,0.35,Ideal,F,VS2,62.0,55.0,4.52,4.56,2.82,763
23178,0.54,Ideal,G,SI1,62.1,57.0,5.2,5.22,3.23,1349
23179,0.7,Ideal,H,SI1,61.9,53.0,5.72,5.75,3.55,2258
23180,1.0,Good,F,SI1,62.7,64.0,6.32,6.29,3.94,3936
23181,1.51,Premium,F,SI1,60.3,57.0,7.41,7.45,4.48,10106
23182,2.21,Ideal,J,SI1,61.9,55.0,8.38,8.35,5.18,15011
23183,1.24,Premium,H,SI1,62.1,58.0,6.93,6.88,4.28,7079
23184,0.24,Very Good,E,VS2,60.8,57.0,4.02,4.05,2.44,419
23185,0.4,Ideal,H,VVS1,61.1,57.0,4.75,4.8,2.92,1094
23186,0.31,Ideal,F,VVS2,61.8,57.0,4.34,4.38,2.69,761
23187,0.32,Ideal,D,VS2,62.0,56.0,4.41,4.38,2.72,972
23188,1.51,Premium,E,VS2,61.6,58.0,7.38,7.36,4.54,15323
23189,1.51,Good,J,SI1,63.8,59.0,7.21,7.18,4.6,7526
23190,0.3,Ideal,G,VS2,60.6,57.0,4.34,4.39,2.64,545
23191,1.21,Premium,G,VS2,61.7,56.0,6.87,6.82,4.22,8401
23192,1.51,Very Good,I,SI2,62.2,60.0,7.23,7.3,4.51,7659
23193,2.01,Premium,H,VS1,62.3,59.0,8.05,7.98,4.99,17685
23194,0.31,Ideal,E,VVS2,61.7,54.1,4.35,4.37,2.69,738
23195,1.51,Ideal,G,IF,61.4,56.0,7.33,7.36,4.51,14300
23196,0.33,Ideal,D,VVS2,61.5,55.0,4.41,4.41,2.71,921
23197,0.9,Very Good,F,SI1,61.9,60.0,6.12,6.15,3.8,3950
23198,0.9,Ideal,F,SI1,62.3,55.0,6.19,6.16,3.85,4120
23199,0.58,Premium,D,SI1,61.5,56.0,5.43,5.35,3.31,1987
23200,0.7,Premium,H,SI1,62.5,59.0,5.64,5.66,3.53,2303
23201,2.03,Very Good,J,VS1,61.3,60.0,8.15,8.19,5.01,17176
23202,0.5,Premium,F,VS2,61.7,58.0,5.07,5.09,3.14,1436
23203,1.02,Premium,F,SI2,62.0,59.0,6.48,6.44,4.0,5073
23204,1.01,Ideal,G,VS1,61.7,56.0,6.4,6.44,3.97,7277
23205,0.33,Ideal,D,VS2,60.6,55.0,4.5,4.47,2.73,1033
23206,1.02,Ideal,G,SI2,61.9,55.0,6.43,6.46,3.98,4640
23207,1.21,Ideal,D,SI2,62.2,57.0,6.86,6.78,4.25,5922
23208,2.09,Ideal,I,VS1,61.4,60.0,8.15,8.2,5.02,17235
23209,0.33,Very Good,D,VS2,59.3,58.0,4.47,4.49,2.68,794
23210,2.13,Ideal,H,SI1,62.4,55.0,8.27,8.2,5.13,18275
23211,0.44,Ideal,G,SI1,61.7,55.0,4.87,4.88,3.01,810
23212,0.51,Ideal,F,SI2,61.3,54.0,5.1,5.07,3.12,1073
23213,0.58,Ideal,G,VS2,61.9,55.0,5.35,5.41,3.32,1728
23214,0.36,Ideal,D,SI1,60.9,56.0,4.58,4.63,2.81,619
